id,title,type,description,release_year,age_certification,runtime,genres,production_countries
ts56933,The New Legends of Monkey,SHOW,Follow a teenage girl and a trio of fallen gods on a perilous journey as they attempt to bring an end to a demonic reign of chaos and restore balance to their world. Inspired by the 16th Century Chinese fable “Journey to the West.”,2018,TV-PG,26,"['scifi', 'action', 'comedy', 'fantasy']",['NZ']
tm327053,The Killer,MOVIE,"In lawless badlands, reclusive Cabeleira sets out to discover the fate of his gunman father and grows to be a feared assassin himself.",2017,,99,"['western', 'horror', 'action']",['BR']
tm419496,Lust Stories,MOVIE,An anthology of four stories that sheds light on modern relationships from the viewpoint of the Indian woman.,2018,R,120,"['drama', 'romance']",['IN']
tm410748,The Most Unknown,MOVIE,"An epic documentary film that sends nine scientists to extraordinary parts of the world to uncover unexpected answers to some of humanity’s biggest questions. How did life begin? What is time? What is consciousness? How much do we really know?  By introducing researchers from diverse backgrounds for the first time, then dropping them into new, immersive field work they previously hadn’t tackled, the film pushes the boundaries of how science storytelling is approached. What emerges is a deeply human trip to the foundations of discovery and a powerful reminder that the unanswered questions are the most crucial ones to pose.  Directed by Emmy-nominated and Peabody Award-winning filmmaker Ian Cheney and advised by world-renowned filmmaker Werner Herzog, The Most Unknown is an ambitious look at a side of science never before shown on screen.",2018,,92,['documentation'],['US']
ts79219,Flint Town,SHOW,"Over a two-year period, filmmakers embedded with cops in Flint, Michigan, reveal a department grappling with volatile issues in untenable conditions.",2018,TV-MA,42,"['documentation', 'crime', 'action']",['US']
tm299764,The Motive,MOVIE,"Álvaro, a man obsessed with the idea of writing what he brands as “high literature,” manipulates the lives and feelings of the people around him to write about the consequences caused by his devious acts.",2017,,104,"['drama', 'thriller', 'comedy', 'crime', 'european']","['ES', 'MX']"
tm408941,Mercury 13,MOVIE,"After rigorous testing in 1961, a small group of skilled female pilots are asked to step aside when only men are selected for spaceflight.",2018,NC-17,79,['documentation'],['IE']
ts84135,The Inmate,SHOW,"A former U.S. Marine, Lázaro Mendoza, enters a maximum security prison in Mexico (La Rotunda), under a false identity and accused of an alleged triple murder. Now as Dante Pardo, his mission is to infiltrate a dangerous band of inmates and guards that operate inside and outside of prison who are the prime suspects of the kidnapping of the teenage daughter of U.S. Judge, John Morris. Inside La Rotunda, Lázaro has to find out who carried out the kidnapping and the whereabouts of the girl.",2018,TV-MA,45,"['drama', 'crime', 'thriller']",['MX']
ts86067,Death by Magic,SHOW,"Magician Drummond Money-Coutts travels the globe, sharing his infectious love of his craft and attempting feats that proved fatal to other magicians.",2018,TV-14,35,['reality'],['US']
ts76245,The Day I Met El Chapo: The Kate del Castillo Story,SHOW,"Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord.",2017,TV-MA,55,['documentation'],['MX']
tm412273,Tig Notaro: Happy To Be Here,MOVIE,"Comedian Tig Notaro unleashes her inner prankster in a playful stand-up special packed with funny anecdotes, parenting confessions and more.",2018,,58,['comedy'],['XX']
tm365122,Benji,MOVIE,"Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.",2018,PG,87,"['drama', 'crime', 'family']","['US', 'AE']"
tm309903,The Little Vampire 3D,MOVIE,"Based on the characters from the bestselling novels by Angela Sommer-Bodenburg, tells the story of Rudolph, a thirteen year old vampire, whose clan is threatened by a notorious vampire hunter. He meets Tony, a mortal of the same age, who is fascinated by old castles, graveyards and - vampires. Tony helps Rudolph in an action and humor packed battle against their adversaries, together they save Rudolph's family and become friends.",2017,,83,"['family', 'fantasy', 'comedy', 'animation', 'horror', 'european']","['DE', 'DK', 'NL', 'GB']"
tm362121,Time Share,MOVIE,"While staying at a tropical resort, a man becomes convinced the American timeshare company running it has an evil plan to take away his loved ones.",2018,,96,"['horror', 'thriller', 'drama', 'european']","['NL', 'MX']"
ts56033,Surviving Escobar - Alias JJ,SHOW,"As the Medellín Cartel crumbles, Pablo Escobar's No. 1 hit man struggles to stay alive and gain respect in the prison hierarchy.",2017,TV-MA,42,"['crime', 'drama']",['CO']
ts56636,My Sassy Girl,SHOW,"Set in the Joseon Dynasty period, a romance takes place between cold-hearted Gyun-Woo and Princess Hyemyung who causes troubles.",2017,TV-14,44,"['comedy', 'romance']",['KR']
ts76509,Beyond Stranger Things,SHOW,"Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!",2017,TV-14,21,['documentation'],['US']
tm321628,Rip Tide,MOVIE,"There comes a point in everyone’s life when you have to make a decision about the direction you’re going to take. For newly-18 American fashion model Cora, that time is now. She’s moved to an Australian coastal town to be with her favourite aunt, after a 'fashion faux pas’ back home.",2017,,85,"['family', 'drama', 'action', 'thriller']",['AU']
tm299504,Holy Camp!,MOVIE,"María and Susana, two rebellious teenagers, spend the summer in a catholic camp. While they are grounded during a weekend, the most unexpected arrival in the most unexpected way will change their feelings about life, love and freedom.",2017,,109,"['comedy', 'romance', 'european']",['ES']
ts55978,Samurai Gourmet,SHOW,Recent retiree Takeshi rediscovers his passion for food and life by getting in touch with his inner warrior and eating what he truly desires.,2017,,21,['comedy'],['JP']
ts77520,Mob Psycho 100,SHOW,An inconspicuous middle school psychic confronts an organization plotting to use other psychics to rule the world. Based on the hit manga.,2018,,24,"['action', 'scifi', 'thriller']",['JP']
tm326704,Parmanu: The Story of Pokhran,MOVIE,"A look at India's second confidential nuclear test series at Pokhran lead by Dr. APJ Abdul Kalam, during the time of PM Atal Bihari Vajpayee's tenure.",2018,,129,"['drama', 'action', 'history']",['IN']
tm365824,Zero,MOVIE,"Short in stature but big on love, a bachelor meets two very different women who broaden his horizons and help him find purpose in life.",2018,,180,"['romance', 'drama', 'comedy', 'scifi', 'thriller', 'fantasy', 'european']",['IN']
tm407295,Amateur,MOVIE,14-year-old basketball phenom Terron Forte has to navigate the under-the-table world of amateur athletics when he is recruited to an elite NCAA prep school.,2018,R,17,"['drama', 'sport']",['US']
tm357552,Pottersville,MOVIE,"Maynard, a beloved local businessman is mistaken for the legendary Bigfoot during an inebriated romp through town in a makeshift gorilla costume. The sightings set off an international Bigfoot media spectacle and a windfall of tourism dollars for a simple American town hit by hard times. When Brock Masterson, reality TV’s “Monster Hunter,” arrives to hunt the beast, Maynard agonizes over whether to come clean, destroying the rebirth of his beloved town, or perpetuate the inadvertent hoax.",2017,,85,['comedy'],['US']
tm438995,A Christmas Prince: The Royal Wedding,MOVIE,"A year after Amber helped Richard secure the crown. The two are set to tie the knot in a royal Christmas wedding — but their plans are jeopardized when Amber finds herself second-guessing whether or not she's cut out to be queen, and Richard is faced with a political crisis that threatens to tarnish not only the holiday season but the future of the kingdom.",2018,PG,92,"['romance', 'drama']",['US']
tm404475,The Bleeding Edge,MOVIE,"Each year in the United States, unparalleled innovations in medical diagnostics, treatment, and technology hit the market. But when the same devices designed to save patients end up harming them, who is accountable?",2018,,99,['documentation'],['US']
tm244274,Lowriders,MOVIE,"A young street artist in East Los Angeles is caught between his father's obsession with lowrider car culture, his ex-felon brother and his need for self-expression.",2017,PG-13,99,"['crime', 'drama', 'action']",['US']
tm375302,Derren Brown: The Push,MOVIE,"See here for this title:
 https://www.themoviedb.org/movie/377319-derren-brown-pushed-to-the-edge",2018,,69,"['reality', 'documentation']",[]
tm376234,The Warning,MOVIE,"After his friend is shot, Jon finds a numerical pattern behind deaths that occurred at the same location and sets out to warn the next young victim.",2018,,93,"['thriller', 'fantasy', 'crime', 'drama', 'action', 'horror', 'european']",['ES']
ts86164,Hero Mask,SHOW,"After a rash of mysterious deaths, Crown prosecutor Sarah Sinclair and SSC agent James Blood discover a conspiracy surrounding uncanny new bio-masks.",2018,TV-14,25,"['animation', 'action', 'thriller', 'scifi', 'crime']",['JP']
ts78913,Live,SHOW,The police officers at South Korea's busiest patrol division toil day and night as keepers of law and peace -- but the reality is far from orderly.,2018,,61,"['drama', 'crime', 'comedy']",['KR']
ts84780,Wild District,SHOW,"After surrendering to Bogotá police, an ex-guerrilla avoids prison by working undercover to investigate a ruthless enforcer of government corruption.",2018,TV-MA,45,"['drama', 'action', 'crime', 'thriller']",['CO']
ts85822,Selection Day,SHOW,Two teen cricket prodigies struggle against their overbearing father and a system stacked against them to realize their own ambitions and identities.,2018,TV-14,25,"['drama', 'comedy', 'sport']",['IN']
tm371959,6 Balloons,MOVIE,"Over the course of one night, a woman drives across LA with her heroin addict brother in search of a detox center, with his two-year-old daughter in tow.",2018,,75,['drama'],['US']
tm313120,Chasing Coral,MOVIE,"Coral reefs are the nursery for all life in the oceans, a remarkable ecosystem that sustains us. Yet with carbon emissions warming the seas, a phenomenon called “coral bleaching”—a sign of mass coral death—has been accelerating around the world, and the public has no idea of the scale or implication of the catastrophe silently raging underwater.",2017,,93,['documentation'],['US']
tm429208,Next Gen,MOVIE,"A friendship with a top-secret robot turns a lonely girl's life into a thrilling adventure as they take on bullies, evil bots and a scheming madman.",2018,PG,105,"['action', 'animation', 'family', 'scifi', 'comedy']","['CA', 'CN']"
ts76511,The Big Family Cooking Showdown,SHOW,"In this unscripted series, families passionate about food serve up their most delicious dishes for the chance to be crowned Britain's best home cooks.",2017,TV-PG,59,"['reality', 'european']",['GB']
tm372305,First Match,MOVIE,"Hardened by years in foster care, a teenage girl from Brooklyn’s Brownsville neighborhood decides that wrestling boys is the only way back to her estranged father.",2018,,94,"['drama', 'sport']",['US']
tm326773,Sunday's Illness,MOVIE,"Annabel is a successful businesswoman with a wealthy husband. At a reception in her villa she meets a woman, a member of the catering staff who has been hired for the evening. This woman is none other than her own daughter Chiara, whom she had left over thirty years ago. Chiara was just eight years old at the time. She now approaches her mother with an unusual request: to spend ten days together with her.",2018,PG-13,113,"['drama', 'european']",['ES']
tm407714,I Am Not an Easy Man,MOVIE,"The chauvinist Damien wakes up in a world where women and men have their roles reversed in society, and everything is dominated by women.",2018,,98,"['fantasy', 'comedy', 'european']",['FR']
tm408306,Seth Rogen's Hilarity for Charity,MOVIE,"Seth Rogen and friends combine stand-up, sketches and music for an outrageous comedy special that could only come from the mind of Seth. Guests include Tiffany Haddish, Sarah Silverman, Michelle Wolf, John Mulaney, Michael Che, David Chang, Ike Barinholtz, Chelsea Peretti, Kumail Nanjiani, Jon Lovitz, Jeff Goldblum, Sacha Baron Cohen, Nick Kroll, Post Malone, Chris Hardwick, and Craig Robinson & The Nasty Delicious.",2018,,70,"['comedy', 'documentation']",['CA']
tm233485,Charming,MOVIE,"Charming Cursed to be TOO charming, Prince Charming, the most famous prince the world has ever known, has found himself engaged to three iconic princesses (Snow White, Cinderella and Sleeping Beauty)… all at the same time! In order to break his curse and free his kingdom from its ravages, Prince Charming must embark on an epic quest and wind his way through a series of seemingly impossible tasks to learn which of these three (3) princesses is his true love. Determined to make things right, the Prince is accompanied on this madcap journey by a clever and cunning hooligan named Lenore (who becomes his teacher and confidant). Along the way, the Prince realizes that Lenore is both his best friend and his true love and that life’s journey is not defined by whom you run the gauntlet for, but rather whom you run it with.",2018,,90,"['comedy', 'family', 'fantasy', 'music', 'animation', 'action']",['US']
tm328175,Budapest,MOVIE,Two best friends stuck in boring jobs become bachelor party planners in Budapest.,2018,R,102,"['comedy', 'european']",['FR']
tm344173,All I Wish,MOVIE,"A woman struggles to escape the clutches of her overbearing, co-dependent mother, while gradually falling for a sexy, sophisticated attorney.",2018,G,94,"['romance', 'comedy', 'drama']",['US']
ts57913,Strongest Deliveryman,SHOW,Two gutsy food delivery workers strive to overcome their socioeconomic disadvantages to achieve big goals -- and bump into love along the way.,2017,TV-MA,55,"['drama', 'romance']",['KR']
tm307843,Angamaly Diaries,MOVIE,Six young friends in the small town of Angamaly tries their luck by starting a pork business lead by Vincent Pepe. They initially strike a business deal with Rajan and Ravi despite the duo having killed a close friend of theirs in a gang fight. Vincent is in love with Sakhi and plan to immigrate abroad with her. But their plans hit a road bump as the deal with the gangsters hits some road bumps.,2017,,132,"['drama', 'thriller', 'action', 'comedy']",['IN']
tm441060,ReMastered: Tricky Dick & The Man in Black,MOVIE,"This documentary chronicles Johnny Cash's 1970 visit to the White House, where Cash's emerging liberal ideals clashed with Richard Nixon's policies.",2018,,58,"['documentation', 'music']",['US']
ts58442,Live Up To Your Name,SHOW,"Heo Im is an oriental doctor, acknowledged as the best in acupuncture and moxibustion in Joseon. His success is blocked due to his low status.

One day, Heo Im travels though time and finds himself in present day Seoul. He meets Choi Yeon-Kyung. She is doctor firmly believing in only modern medicine.",2017,TV-MA,69,"['drama', 'fantasy', 'romance']",['KR']
ts84772,Ingress: The Animation,SHOW,"After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power.",2018,TV-MA,24,"['scifi', 'animation', 'action']",['JP']
tm370628,Fred Armisen: Standup for Drummers,MOVIE,"For an audience of drummers, comedian Fred Armisen shares and demonstrates his thoughts on musical genres, drummer quirks, regional accents and more.",2018,,65,"['music', 'comedy']",['US']
tm300027,Thi Mai,MOVIE,"After losing her daughter in an accident, Carmen loses all incentive to keep going, until she receives an unexpected letter from the adoption agency: her daughter was finally granted the Vietnamese girl she had asked for adoption and whose name is Thi Mai.",2018,G,99,"['comedy', 'family', 'european']",['ES']
ts80030,Fastest Car,SHOW,The drivers of exotic supercars put their street cred on the line against deceptively fast sleeper cars built and modified by true gearheads.,2018,TV-MA,44,"['reality', 'action', 'documentation']",['US']
tm406098,Battle,MOVIE,"Amalie is the girl who has everything, good looks, money, a boyfriend and a big talent of dancing. One day, her world falls apart and she moves from everything she knows. Then enter Mikael. He is dancing in the streets and Amalie joins him in dancing on the streets, dancing Battles.",2018,R,95,"['drama', 'romance', 'music', 'european']","['NO', 'SE', 'DK', 'NL']"
tm300056,Holy Goalie,MOVIE,A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.,2018,,95,"['comedy', 'sport', 'european']",['ES']
tm355666,Saving Capitalism,MOVIE,Former Secretary of Labor Robert Reich meets with Americans from all walks of life as he chronicles a seismic shift in the nation's economy.,2017,,73,['documentation'],['US']
ts85126,The Degenerates,SHOW,Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.,2018,,24,['comedy'],['US']
tm313712,Mom,MOVIE,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked free.",2017,,147,"['drama', 'thriller', 'crime']",['IN']
ts70631,Children of the Whales,SHOW,"Chakuro is the 14-year-old archivist of the Mud Whale, a nigh-utopian island that floats across the surface of an endless sea of sand. Nine in ten of the inhabitants of the Mud Whale have been blessed and cursed with the ability to use saimia, special powers that doom them to an early death. Chakuro and his friends have stumbled across other islands, but they have never met, seen, or even heard of a human who wasn't from their own. One day, Chakuro visits an island as large as the Mud Whale and meets a girl who will change his destiny.",2017,TV-14,24,"['scifi', 'animation', 'drama', 'fantasy']",['JP']
tm359714,Christmas Inheritance,MOVIE,"To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others.",2017,,105,"['romance', 'drama', 'comedy']",['US']
ts83213,The Rise of Phoenixes,SHOW,"When a secret from the past rears its head, respected warrior Feng Zhiwei is forced to choose between revenge and her loyalty to ruling prince Ning Yi.",2018,TV-14,45,"['drama', 'romance', 'history']",['CN']
tm238587,Shepherds and Butchers,MOVIE,A lawyer takes on a case of a prison guard in South Africa who is traumatized by the executions he's witnessed.,2017,R,106,"['drama', 'crime']","['US', 'DE', 'ZA']"
tm372662,The Skin of the Wolf,MOVIE,"Martinón is the last inhabitant of Auzal, a village in the mountains where he lives in communion with nature. He only goes down to the valleys twice a year to trade and to buy provisions. But one day he’s convinced to take a wife, a decision intended to soften his calloused soul—but in some ways his real struggle is only just beginning.",2018,,110,"['romance', 'thriller', 'drama', 'action', 'european']",['ES']
tm438994,The Holiday Calendar,MOVIE,A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future -- and pointing her toward love.,2018,,94,"['romance', 'comedy', 'family', 'drama', 'fantasy']",['US']
ts82419,Zac & Mia,SHOW,"""Zac and Mia"", based on the novel by A.J. Betts, about 2 teens battling cancer in the same hospital. In the real world, Zac and Mia would have pretty much nothing in common, but in the hospital, where they're the only 2 teens on the ward, they develop an unbreakable bond. If cancer is the variable that changed everything, the only constant is their ever-deepening need for one another.",2017,TV-14,20,['drama'],['US']
tm279585,Deidra & Laney Rob a Train,MOVIE,"After their mother ends up in jail, two sisters turn to train robbery in order to support their family.",2017,,92,"['drama', 'comedy', 'crime']",['US']
tm270987,Sahara,MOVIE,A young cobra and his scorpion best friend go on a journey across the Sahara desert to save a new-found love.,2017,,86,"['animation', 'comedy', 'family', 'action', 'romance', 'drama', 'european']","['CA', 'FR']"
tm374216,Take Your Pills,MOVIE,"In a hypercompetitive world, drugs like Adderall offer students, athletes, coders and others a way to do more -- faster and better. But at what cost?",2018,,87,['documentation'],['US']
tm362074,And Breathe Normally,MOVIE,"At the edge of Iceland’s Reykjanes peninsula, two women’s lives will intersect – for a brief moment – while trapped in circumstances unforeseen. Between a struggling Icelandic mother and an asylum seeker from Guinea-Bissau, a delicate bond will form as both strategize to get their lives back on track.",2018,,102,"['drama', 'european']","['IS', 'SE', 'BE']"
ts55484,My Only Love Song,SHOW,"Song Soo-Jung is an arrogant pop star who believes not only that status and money can get you anywhere, but that it defines your worth. She accidentally falls into a time-slip portal and travels back in time to the Joseon era where she meets On-Dal, a man who loves money yet is generous to those without.",2017,TV-MA,29,"['drama', 'romance', 'comedy', 'fantasy']",['KR']
tm285298,Naked,MOVIE,"Following a wild night out with his Best Man, Rob Anderson wakes up to find himself naked in an elevator on the morning of his wedding day and is forced to relive the morning over and over again.",2017,,96,"['comedy', 'fantasy', 'romance']",['US']
ts80466,Secret Agent Selection: WW2,SHOW,"The training programme of one of World War Two's most covert organisations, the Special Operations Executive or SEO, is resurrected.",2018,,59,"['war', 'documentation', 'history', 'european']",['GB']
ts89067,Love and Fortune,SHOW,"Wako Taira is 31-years-old. She works part-time at a cinema close to her home. Her boyfriend is Fu-kun and they have lived together for 3 years. She has never thought of breaking up with her boyfriend, considering her age. One day, she meets high school student Yumeaki Iko. She can't resist him. Wako Taira has an affair with Yumeaki Iko.",2018,TV-MA,58,"['drama', 'romance']",['JP']
ts78145,Drug Lords,SHOW,"Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down.",2018,TV-MA,46,['documentation'],['US']
tm263427,The Invisible Guardian,MOVIE,"When the naked body of a teenage girl is found on the banks of the River Baztán, it is quickly linked to a similar murder one month before. Soon, rumours are flying in the nearby village of Elizondo. Is this the work of a ritualistic killer or is it the basajaun, the ‘invisible guardian’ of Basque mythology?  Inspector Amaia Salazar leads the investigation, taking her back to the heart of the Basque country where she was born, and where she hoped never to return. Shrouded in mist and surrounded by impenetrable forests, it is a place of unresolved conflicts and a terrible secret from Amaia’s childhood that will come back to haunt her.  Faced with the superstitions of the village, Amaia must fight the demons of her past to confront the reality of a serial killer on the loose. But as she is drawn deeper into the investigation, she feels the presence of something darker lurking in the shadows…",2017,,129,"['thriller', 'crime', 'european']","['DE', 'ES']"
ts77770,Fate/Extra Last Encore,SHOW,"Hakuno Kishinami finds himself in the midst of a Holy Grail war with no memories of how he got there. Through his confusion, he must fight to survive.",2018,,27,"['action', 'animation', 'fantasy']",['JP']
tm421335,Jim Jefferies: This Is Me Now,MOVIE,"The gleefully irreverent Jefferies skewers “grabby” celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special.",2018,,70,['comedy'],['US']
tm428453,Cities of Last Things,MOVIE,"This is a story about a common man who has extraordinary events in his mundane life. The film depicts the protagonist's turns of events in three eras, three seasons, three nights, in the same city, as told with reverse chronology.",2018,,106,"['drama', 'scifi', 'crime']","['CN', 'FR', 'TW', 'US']"
ts80600,Luis Miguel: The Series,SHOW,"The series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades.",2018,TV-14,52,"['drama', 'history', 'music', 'romance']",['MX']
tm295177,It's for Your Own Good,MOVIE,Three brothers-in-law try to get their daughters to dump their undesirable boyfriends.,2017,,93,"['comedy', 'european']",['ES']
ts80413,Busted!,SHOW,"Suspense, surprises and fun abound in this Korean variety game show featuring big personalities and even bigger mysteries in every episode.",2018,TV-14,75,"['thriller', 'comedy', 'reality']",['KR']
tm299783,The Laws of Thermodynamics,MOVIE,"Manel, a physicist working on his PhD thesis, accidentally fall in love with Elena, a young model and aspiring actress.",2018,,100,"['comedy', 'european']",['ES']
tm313748,Handsome: A Netflix Mystery Movie,MOVIE,LA homicide detective Gene Handsome's knack for solving mysteries is matched only by his inability to make sense of his own problems.,2017,,81,"['comedy', 'documentation']",['US']
tm444043,Hometown Holiday,MOVIE,"Krista is starting this New Year with a new business and a resolution to be more selective with who she dates. When Krista meets Ryan Rourke, an entertainment lawyer from LA, the two really hit it off. Ryan is in her hometown to sign a local rancher turned viral signing sensation as his new client. Now with Krista also in Rust Creek, maybe there is more of a reason to stick around. Both are holding onto things from their past and are forced to make some decisions if they truly want to be together.",2018,,84,"['comedy', 'drama', 'romance']",['CA']
ts83554,Inside the Criminal Mind,SHOW,Explore the psychological machinations and immoral behavior that define the most nefarious types of criminals.,2018,TV-MA,49,"['crime', 'documentation']",['US']
tm287041,Jailbreak,MOVIE,"What started as a simple escort mission will soon turn to chaos as the prisoners of Koh Kla take over the prison grounds. A special task force [Jean-Paul Ly, Dara Our, Tharoth Sam] gets trapped in the prison will have to fight their way out for survival, to protect a key witness [Savin Phillip].",2017,,100,"['action', 'comedy']",['KH']
tm327652,"Roxanne, Roxanne",MOVIE,"The most feared battle emcee in early-'80s NYC was a fierce teenager from the Queensbridge projects with the weight of the world on her shoulders. At age 14, hustling the streets to provide for her family, Roxanne Shanté was well on her way to becoming a hip-hop legend.",2017,,98,"['drama', 'music']",['US']
tm416620,Quién te cantará,MOVIE,"Lila, a famous retired singer, loses her memory after suffering an accident, just as she planned her return to the stage.",2018,,125,"['drama', 'thriller', 'music', 'european']","['ES', 'FR']"
tm299730,Lucid Dream,MOVIE,"Dae-ho, an investigative journalist, seeks to track down the whereabouts of his son who was abducted three years ago. With the help of a detective and a psychiatrist friend, he will retrace his memory of the incident through the use of lucid dreaming techniques.",2017,,101,"['thriller', 'scifi']",['KR']
tm331117,Carbone,MOVIE,"In danger of losing his business, Anthony Roca, an ordinary man, develops a scam that will become the heist of the century. Overtaken by the crime, he will have to deal with betrayal, murder and settling.",2017,,104,"['thriller', 'crime', 'european']","['BE', 'FR']"
tm417317,Bhavesh Joshi Superhero,MOVIE,"A young man who stands for the right discovers that he's destined to do bigger things, which will transform him from a common man into a Superhero.",2018,,155,"['action', 'crime', 'drama']",['IN']
tm359150,Nothing to Hide,MOVIE,"To spice up a dinner party, old friends agree to share every private message that pops up on their phones -- with disastrous results.",2018,,93,"['drama', 'comedy', 'european']","['BE', 'FR', 'IT']"
ts79409,A.I.C.O. -Incarnation-,SHOW,"In Japan in the year 2035, an accident known as the ""Burst"" occurs during a research project, spawning an out-of-control artificial life form called ""Matter"" that has spread throughout the Kurobe Gorge. The research city that was once hailed as the hope for humanity is cordoned off by the government. Two years later, 15-year-old Aiko Tachibana, who lost her family in the Burst, learns something unbelievable from Yuya Kanzaki, a new student at her school. A secret is hidden within her body, and the answer to the puzzle lies at the ""Primary Point"" that was the center of the Burst. Aiko resolves to infiltrate the restricted area, escorted by a team of divers and with Yuya as her guide. When boy meets girl with the fate of humanity in their hands, what new truth will come to light?",2018,TV-14,25,"['animation', 'action', 'scifi']",['JP']
tm358666,The Awakening of Motti Wolkenbruch,MOVIE,"The young Orthodox Jew, Motti Wolkenbruch, finds himself at a turning point. His beloved mother wants him to get married and presents one marriage candidate after the other. Unfortunately none of the woman pleases him, because they all look just like her. The situation gets even more complicated, when Motti secretly falls in love with the non-Jewish girl Laura, a so-called Shiksa.",2018,,94,"['comedy', 'drama', 'european']","['DE', 'CH']"
ts53264,My Shy Boss,SHOW,The isolated life of an extreme introvert is thrown out of order when his company hires a new employee: a cheery extrovert who's not all she seems.,2017,TV-MA,71,"['comedy', 'drama', 'romance']",['KR']
ts83359,100 Days My Prince,SHOW,"Lee Yool falls off a cliff and nearly dies in an attempted assassination. He loses his memory, and wanders for 100 days under a new name and personality. During this period, he meets Hong Sim, head of the first detective agency in Joseon.",2018,TV-14,75,"['drama', 'thriller', 'comedy', 'action', 'history', 'romance']",['KR']
ts83071,Afflicted,SHOW,Baffling symptoms. Controversial diagnoses. Costly treatments. Seven people with chronic illnesses search for answers -- and relief.,2018,TV-MA,42,"['documentation', 'thriller', 'reality']",['BR']
tm300447,Bill Burr: Walk Your Way Out,MOVIE,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.",2017,,77,"['comedy', 'documentation']",['US']
ts84484,Dancing Queen,SHOW,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day -- and the drag world by night.,2018,,41,"['reality', 'music']",['US']
ts75012,Million Yen Women,SHOW,"Five beautiful but mysterious women move in with unsuccessful novelist Shin, who manages their odd household in exchange for a tidy monthly sum.",2017,,30,"['drama', 'crime', 'romance', 'comedy']",['JP']
ts80208,Fugitiva,SHOW,A woman organizes an escape plan camouflaged as a kidnapping to protect her children from her husband's enemies.,2018,TV-MA,52,"['drama', 'thriller', 'action', 'crime']",['ES']
tm463806,The Legend of Cocaine Island,MOVIE,A family man with no drug running experience searches the Caribbean for a lost stash of cocaine said to be worth at least $2 million.,2018,,87,['documentation'],['US']
tm289882,Birdshot,MOVIE,"A farm girl mistakenly shoots and kills an endangered Philippine Eagle. When authorities begin a manhunt to track down the eagle’s killer, they stumble upon an even more horrific discovery.",2017,,116,"['thriller', 'drama']",['PH']
tm296398,Steel Rain,MOVIE,"Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war.",2017,,139,"['action', 'thriller', 'drama']",['KR']
tm440946,Christmas with a View,MOVIE,"This Christmas, Thunder Mountain Ski Resort is abuzz when celebrity chef Shane Roarke is named the new head chef. Clara Garrison isn't as excited and is instead focused on getting resettled after her failed attempt at opening a restaurant in the city. With their paths constantly crossing, will their shared passion for cooking bring them together or will secrets keep them apart?",2018,,90,"['romance', 'family', 'drama']",['CA']
tm408104,Greg Davies: You Magnificent Beast,MOVIE,"Greg is back with his first stand up show in four years, and biggest ever tour, You Magnificent Beast.",2018,,66,['comedy'],['GB']
tm244521,Catfight,MOVIE,The rivalry between two former college friends comes to a head when they both attend the same glamorous event.,2017,,96,"['comedy', 'drama', 'action']",['US']
tm414676,Paradise Lost,MOVIE,"Marked by losses and mismatches, José's eccentric family seek to be happy while locked in Paraíso Perdido, a nightclub that has stopped in time, where they sing popular romantic music.",2018,,110,"['drama', 'music', 'documentation']",['BR']
tm321627,Ali's Wedding,MOVIE,"After a ""white lie"" which spirals out of control, a neurotic, naive and musically gifted Muslim cleric's eldest son must follow through with an arranged marriage, except he is madly in love with an Australian born-Lebanese girl.",2017,,110,"['romance', 'comedy', 'drama']",['AU']
tm307761,Toilet: A Love Story,MOVIE,"A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",2017,,155,"['comedy', 'drama', 'romance']",['IN']
tm428073,When Angels Sleep,MOVIE,"Germán, an honest family man, sees how his whole world wobbles the night when, driving home, accidentally runs over two teenage girls. From that moment, Germán will have to do everything in his power to prevent his life from being destroyed forever.",2018,,94,"['thriller', 'drama', 'horror', 'action', 'crime', 'fantasy', 'european']",['ES']
ts83070,72 Dangerous Animals: Asia,SHOW,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",2018,TV-14,47,['documentation'],['US']
